Student_ID,Student_Name,Gender,Department,Semester,Attendance_Percentage,GPA,Assignment_Score,Quiz_Score,Internal_Marks,LMS_Login_Count,Study_Hours_Per_Week,Backlog_Count,Last_Login_Date,Admission_Year,Probation_Status
S05950,Kavya Gupta,Female,IT,7,40.52,9.5,79,87,78,104,21,5,2025-01-08,2024,Yes
S05951,Rohan Verma,Male,CIVIL,8,48.79,1.95,64,61,98,46,32,3,2026-05-08,2024,Yes
S05952,Priya Sharma,Male,EEE,5,77.66,3.34,75,74,61,82,38,3,2025-04-06,2025,Yes
S05953,Arjun Kumar,Female,MECH,5,78.94,7.9,97,68,63,68,7,1,2025-01-03,2023,No
S05954,Rahul Patel,Male,EEE,6,82.11,3.56,79,70,59,74,24,3,2025-12-31,2022,Yes
S05955,Vignesh Patel,Female,AI&DS,6,58.95,9.88,57,42,83,124,36,6,2026-04-27,2025,Yes
S05956,Arjun Kumar,Female,ECE,5,91.22,8.12,65,53,87,27,22,1,2025-03-30,2023,No
S05957,Rahul Gupta,Female,ECE,6,82.1,9.84,68,90,54,37,39,1,2026-01-23,2022,No
S05958,Priya Verma,Female,MECH,7,45.02,2.95,60,60,98,138,31,1,2025-03-02,2022,Yes
S05959,Aarav Patel,Female,MECH,3,86.72,8.21,93,68,91,110,10,1,2025-10-30,2024,No
S05960,Rohan Verma,Female,CIVIL,4,96.46,2.14,96,79,92,13,14,5,2026-05-01,2022,Yes
S05961,Varun Reddy,Female,ECE,1,41.85,1.95,57,43,42,105,36,2,2025-10-28,2024,Yes
S05962,Kavya Gupta,Female,AI&DS,7,91.2,5.83,80,64,76,97,17,0,2026-02-27,2024,No
S05963,Rohan Verma,Female,ECE,2,77.68,2.44,87,99,66,49,4,4,2026-03-13,2023,Yes
S05964,Rohan Verma,Male,IT,7,70.96,4.52,98,76,79,117,6,6,2026-01-17,2022,Yes
S05965,Vivaan Reddy,Female,IT,2,49.97,6.17,91,48,71,8,31,1,2026-03-07,2024,Yes
S05966,Arjun Patel,Male,EEE,2,53.22,2.52,54,41,51,142,27,0,2026-03-17,2024,Yes
S05967,Varun Sharma,Female,IT,6,63.74,5.44,51,56,56,143,13,1,2025-03-16,2022,No
S05968,Vivaan Verma,Female,IT,7,59.32,9.28,77,66,42,1,34,1,2025-11-25,2024,Yes
S05969,Vivaan Kumar,Female,EEE,1,68.29,5.74,94,73,58,136,1,0,2025-08-04,2024,No
S05970,Nithin Sharma,Male,MECH,6,77.6,3.5,55,48,74,54,26,5,2025-08-25,2022,Yes
S05971,Rahul Reddy,Female,CIVIL,6,46.63,7.67,45,98,84,78,7,6,2026-05-05,2024,Yes
S05972,Harini Nair,Male,IT,5,99.1,4.37,42,78,49,41,23,6,2026-02-09,2024,Yes
S05973,Vignesh Verma,Male,ECE,5,56.87,7.99,95,66,62,128,6,4,2025-04-14,2024,Yes
S05974,Nivetha Gupta,Male,EEE,8,81.19,3.42,74,77,52,1,12,6,2025-09-05,2024,Yes
S05975,Sneha Iyer,Male,IT,1,50.96,7.79,100,82,91,80,36,0,2026-02-14,2022,Yes
S05976,Divya Verma,Female,EEE,7,65.05,4.46,73,62,76,105,30,2,2025-10-29,2025,Yes
S05977,Arjun Raj,Male,AI&DS,2,74.87,5.4,51,68,87,6,18,4,2026-03-05,2023,Yes
S05978,Vivaan Nair,Female,CSE,6,43.48,2.62,58,81,88,140,29,6,2025-05-27,2023,Yes
S05979,Arjun Gupta,Female,CIVIL,7,41.26,9.42,58,73,44,101,9,2,2026-04-23,2025,Yes
S05980,Arjun Reddy,Female,IT,8,61.84,3.14,56,73,72,48,30,3,2025-09-28,2024,Yes
S05981,Arjun Nair,Female,CIVIL,2,47.93,8.5,70,77,41,127,28,4,2025-11-12,2022,Yes
S05982,Aarav Kumar,Female,EEE,1,66.91,2.11,63,53,68,119,10,3,2025-08-17,2025,Yes
S05983,Varun Reddy,Male,CSE,2,94.52,7.95,89,79,96,131,19,2,2025-12-04,2025,No
S05984,Vivaan Iyer,Male,IT,3,87.95,7.87,78,75,58,72,21,1,2026-03-27,2024,No
S05985,Vignesh Kumar,Male,MECH,6,74.54,9.94,86,73,74,127,13,3,2026-03-20,2025,Yes
S05986,Pooja Nair,Female,CSE,6,50.64,7.52,74,93,61,113,3,5,2026-04-25,2022,Yes
S05987,Ananya Gupta,Male,EEE,3,73.76,3.81,60,93,53,98,2,3,2025-04-16,2025,Yes
S05988,Arjun Patel,Male,IT,7,83.52,4.08,54,77,73,1,34,2,2026-04-24,2024,Yes
S05989,Pooja Iyer,Female,IT,1,45.88,1.65,96,70,64,121,27,4,2025-07-27,2022,Yes
S05990,Karthik Sharma,Female,CIVIL,5,97.22,3.65,60,44,79,3,1,4,2025-01-01,2022,Yes
S05991,Akash Nair,Male,CSE,1,92.13,3.1,76,66,70,54,5,5,2025-08-06,2022,Yes
S05992,Rahul Patel,Male,MECH,6,69.63,6.86,96,43,44,48,17,4,2025-11-14,2024,Yes
S05993,Priya Reddy,Male,CSE,2,67.05,6.09,50,71,68,65,15,3,2025-01-08,2025,Yes
S05994,Aishwarya Nair,Female,CIVIL,8,52.33,3.69,64,48,73,2,5,2,2026-03-07,2023,Yes
S05995,Aditya Singh,Male,IT,3,87.25,8.18,99,84,56,7,20,3,2025-04-01,2022,Yes
S05996,Pooja Gupta,Male,MECH,4,68.86,3.62,64,82,61,104,37,3,2025-07-22,2024,Yes
S05997,Aishwarya Nair,Male,CIVIL,3,68.35,7.6,97,41,76,28,15,1,2025-12-04,2025,No
S05998,Rahul Singh,Female,ECE,6,71.76,4.04,74,96,95,101,6,5,2025-05-20,2024,Yes
S05999,Kavya Kumar,Male,EEE,2,70.38,9.46,56,72,53,148,38,5,2025-07-09,2025,Yes
S06000,Rahul Patel,Male,IT,6,56.21,7.27,52,98,78,129,14,4,2026-02-08,2023,Yes
S06001,Aishwarya Kumar,Female,CIVIL,8,94.66,8.87,77,68,62,41,10,4,2025-07-08,2024,Yes
S06002,Rohan Patel,Male,AI&DS,4,62.84,6.89,50,79,61,136,4,5,2025-03-28,2022,Yes
S06003,Aditya Reddy,Female,MECH,2,87.86,7.42,80,45,70,90,20,0,2025-11-28,2024,No
S06004,Pooja Reddy,Male,ECE,7,62.59,3.19,83,80,80,31,40,3,2025-01-24,2023,Yes
S06005,Divya Iyer,Female,IT,8,79.21,4.49,65,49,40,26,13,0,2025-08-15,2024,Yes
S06006,Aishwarya Gupta,Female,AI&DS,2,64.89,4.18,51,56,43,23,40,1,2025-04-02,2023,Yes
S06007,Pooja Nair,Male,EEE,7,65.87,5.3,93,59,89,86,30,2,2025-08-12,2022,No
S06008,Rahul Iyer,Male,CSE,4,64.59,1.62,74,71,99,11,23,3,2026-05-08,2022,Yes
S06009,Aditya Iyer,Female,MECH,4,57.41,6.95,75,85,72,100,19,2,2025-09-09,2024,Yes
S06010,Rahul Verma,Female,ECE,8,48.89,8.33,46,52,46,133,19,0,2025-04-05,2023,Yes
S06011,Akash Kumar,Male,CIVIL,5,41.13,5.38,91,66,86,138,34,4,2025-05-19,2025,Yes
S06012,Rohan Sharma,Male,CSE,3,76.76,9.9,97,49,83,149,39,3,2026-04-06,2022,Yes
S06013,Rahul Gupta,Female,CIVIL,8,67.52,7.53,84,63,52,23,12,5,2025-06-13,2022,Yes
S06014,Varun Reddy,Female,AI&DS,2,42.69,9.6,72,50,49,132,11,5,2026-02-14,2025,Yes
S06015,Nithin Singh,Female,EEE,8,53.09,6.33,74,87,85,74,2,6,2025-04-19,2022,Yes
S06016,Akash Raj,Male,EEE,5,81.83,5.26,54,70,55,77,17,0,2025-03-19,2023,No
S06017,Kavya Gupta,Male,EEE,4,40.88,5.08,94,59,52,140,8,6,2025-11-17,2025,Yes
S06018,Aarav Gupta,Female,MECH,8,68.97,1.95,53,62,88,147,25,4,2025-02-05,2022,Yes
S06019,Varun Nair,Male,ECE,4,65.66,2.09,74,41,96,114,36,6,2026-01-11,2024,Yes
S06020,Divya Singh,Male,IT,1,59.14,8.36,86,40,77,120,32,3,2025-10-08,2022,Yes
S06021,Vignesh Sharma,Male,CIVIL,8,78.55,4.36,48,69,85,37,2,4,2025-11-11,2022,Yes
S06022,Vivaan Reddy,Female,IT,5,89.27,2.06,61,98,56,76,3,5,2025-12-16,2024,Yes
S06023,Aishwarya Verma,Male,AI&DS,5,46.88,1.93,53,87,83,31,31,1,2025-02-27,2025,Yes
S06024,Harini Gupta,Male,IT,7,81.3,2.42,95,86,55,118,15,6,2026-04-15,2022,Yes
S06025,Varun Sharma,Female,AI&DS,2,76.86,8.49,66,94,51,4,12,5,2026-01-23,2024,Yes
S06026,Rahul Gupta,Female,AI&DS,5,44.33,3.86,87,69,50,61,2,6,2025-06-27,2024,Yes
S06027,Divya Gupta,Male,ECE,3,58.55,4.64,69,49,75,26,6,6,2025-04-20,2024,Yes
S06028,Sneha Singh,Female,CSE,8,75.19,4.75,93,67,83,53,29,6,2025-12-01,2022,Yes
S06029,Priya Kumar,Female,MECH,6,85.9,5.5,54,45,43,91,35,0,2025-10-30,2023,No
S06030,Pooja Iyer,Female,IT,2,71.5,5.81,87,90,61,138,27,4,2026-01-23,2022,Yes
S06031,Nithin Iyer,Male,ECE,7,72.37,2.16,82,93,42,25,37,3,2026-03-16,2022,Yes
S06032,Akash Verma,Male,MECH,6,60.57,4.74,59,59,52,51,22,2,2025-11-16,2022,Yes
S06033,Akash Patel,Male,ECE,6,64.46,5.64,74,72,53,40,6,3,2026-02-11,2022,Yes
S06034,Aarav Gupta,Female,EEE,5,61.77,9.83,100,77,54,5,27,0,2025-12-25,2024,No
S06035,Harini Patel,Female,MECH,7,57.36,2.1,60,60,58,22,39,0,2026-04-11,2024,Yes
S06036,Rohan Raj,Female,AI&DS,4,77.8,3.52,85,57,80,131,25,4,2025-08-08,2024,Yes
S06037,Divya Iyer,Male,CSE,4,95.38,9.97,70,53,63,101,5,1,2025-02-11,2023,No
S06038,Sneha Patel,Female,CSE,2,53.24,4.34,65,94,65,125,6,2,2025-04-07,2023,Yes
S06039,Akash Verma,Male,EEE,5,40.78,7.51,85,88,95,94,22,4,2025-11-18,2023,Yes
S06040,Sneha Raj,Female,EEE,1,65.75,3.34,42,96,70,123,23,1,2026-04-12,2024,Yes
S06041,Harini Nair,Male,CIVIL,8,69.02,9.21,41,77,56,112,6,4,2025-08-12,2022,Yes
S06042,Karthik Iyer,Male,AI&DS,8,59.69,2.1,86,64,43,94,37,2,2025-01-20,2025,Yes
S06043,Nivetha Gupta,Female,ECE,4,77.79,6.61,62,61,97,61,7,1,2025-06-27,2022,No
S06044,Akash Gupta,Female,AI&DS,1,76.26,1.83,69,65,89,38,16,4,2025-01-06,2022,Yes
S06045,Kavya Gupta,Male,IT,4,56.41,4.47,50,88,99,74,40,0,2026-03-22,2024,Yes
S06046,Vivaan Gupta,Female,AI&DS,2,86.53,2.88,74,52,58,29,24,0,2025-01-18,2022,Yes
S06047,Nithin Patel,Female,ECE,8,58.8,9.27,82,97,61,49,8,3,2025-06-18,2025,Yes
S06048,Varun Gupta,Female,ECE,8,98.33,4.04,89,56,60,124,30,5,2026-04-22,2023,Yes
S06049,Pooja Singh,Male,MECH,5,88.53,9.81,65,95,86,24,3,5,2025-11-20,2022,Yes
S06050,Sneha Gupta,Female,IT,4,63.64,9.89,73,75,51,136,1,3,2025-05-20,2025,Yes
S06051,Karthik Sharma,Female,CIVIL,8,47.56,4.91,40,61,87,86,37,5,2025-11-14,2023,Yes
S06052,Priya Raj,Female,CIVIL,2,53.47,3.37,99,82,87,50,10,5,2025-05-17,2025,Yes
S06053,Harini Sharma,Female,AI&DS,1,46.35,7.94,68,43,48,123,32,0,2025-11-13,2024,Yes
S06054,Kavya Raj,Male,AI&DS,2,92.73,2.25,77,95,55,108,36,5,2025-08-24,2022,Yes
S06055,Sneha Iyer,Female,IT,6,44.42,4.49,67,68,48,85,19,6,2026-01-01,2022,Yes
S06056,Vivaan Patel,Male,MECH,7,74.9,1.95,50,45,79,73,20,5,2025-05-05,2025,Yes
S06057,Harini Nair,Male,ECE,5,68,4.47,58,48,97,35,37,4,2025-07-13,2023,Yes
S06058,Ananya Kumar,Male,IT,4,79.54,2.25,54,97,72,136,17,6,2025-05-21,2023,Yes
S06059,Aarav Sharma,Female,ECE,4,85.61,6.96,49,92,79,45,28,1,2025-06-12,2025,No
S06060,Aditya Nair,Male,CSE,8,53.57,2.91,88,84,47,133,18,0,2025-10-30,2022,Yes
S06061,Aishwarya Sharma,Female,MECH,7,49.4,4.6,66,77,70,68,38,3,2025-03-07,2024,Yes
S06062,Aditya Reddy,Female,ECE,4,74.39,6.42,66,44,95,121,24,4,2025-02-07,2025,Yes
S06063,Priya Kumar,Female,MECH,8,71.2,2.59,84,51,84,59,8,4,2025-07-05,2022,Yes
S06064,Aarav Sharma,Male,IT,3,40.67,6.96,78,61,73,124,6,3,2025-01-18,2024,Yes
S06065,Harini Patel,Male,MECH,3,43.4,6.26,45,59,52,134,9,3,2025-09-25,2024,Yes
S06066,Arjun Gupta,Male,AI&DS,2,72.91,1.68,65,54,70,104,16,1,2025-01-27,2023,Yes
S06067,Akash Nair,Female,ECE,3,62.8,4.33,96,75,74,141,5,2,2025-11-02,2023,Yes
S06068,Kavya Nair,Female,CSE,8,70.5,6.61,57,76,93,33,37,5,2025-10-12,2023,Yes
S06069,Aarav Iyer,Female,ECE,3,68.06,8.35,50,98,66,60,13,6,2026-04-27,2025,Yes
S06070,Priya Verma,Female,EEE,6,55.78,4.13,64,47,75,44,32,3,2026-01-08,2022,Yes
S06071,Karthik Iyer,Male,CIVIL,1,95.29,5.02,65,71,74,51,20,0,2025-03-13,2023,No
S06072,Nithin Kumar,Female,ECE,1,47.6,8.02,97,45,64,4,15,1,2025-12-15,2023,Yes
S06073,Akash Raj,Female,AI&DS,2,70.71,8.9,50,56,97,6,22,1,2026-01-27,2023,No
S06074,Aishwarya Kumar,Male,ECE,6,92.26,3.84,63,86,86,78,21,6,2025-03-11,2024,Yes
S06075,Rohan Reddy,Male,CIVIL,2,98.03,5.25,62,54,44,127,29,1,2025-08-22,2025,No
S06076,Divya Sharma,Female,CIVIL,1,66.63,5.83,56,64,55,89,33,3,2025-06-18,2024,Yes
S06077,Nithin Nair,Female,CIVIL,6,47.02,1.64,66,55,93,134,31,4,2025-12-18,2025,Yes
S06078,Kavya Kumar,Male,IT,5,80.85,3.24,55,81,68,48,6,6,2025-01-11,2022,Yes
S06079,Rahul Kumar,Female,AI&DS,5,41.3,3.8,45,51,94,121,1,4,2025-09-16,2025,Yes
S06080,Karthik Iyer,Female,CSE,1,77.92,3.5,66,44,65,41,1,3,2025-08-03,2025,Yes
S06081,Priya Gupta,Male,AI&DS,7,80.39,7.34,48,45,47,58,27,5,2026-01-31,2023,Yes
S06082,Rahul Reddy,Female,EEE,5,74.52,4.37,56,75,83,116,5,0,2025-04-10,2022,Yes
S06083,Kavya Iyer,Male,CSE,2,77.09,3.55,58,69,58,144,15,6,2025-12-10,2022,Yes
S06084,Vivaan Patel,Female,EEE,8,80.36,2.77,48,97,65,99,23,5,2025-01-09,2022,Yes
S06085,Rahul Kumar,Female,EEE,3,45.98,2.91,85,74,96,62,34,6,2025-06-23,2022,Yes
S06086,Sneha Iyer,Male,CSE,3,74.16,3.99,90,85,41,42,39,5,2025-10-13,2025,Yes
S06087,Pooja Nair,Male,IT,8,73.88,9.81,54,88,51,137,36,4,2025-10-29,2024,Yes
S06088,Vivaan Verma,Male,IT,8,79.64,6.71,55,87,65,134,10,1,2025-05-08,2023,No
S06089,Pooja Kumar,Male,CIVIL,1,63.82,3.49,71,98,97,125,34,5,2026-03-05,2022,Yes
S06090,Sneha Verma,Male,MECH,7,41.08,4.78,98,66,67,9,17,1,2025-10-28,2022,Yes
S06091,Vivaan Iyer,Female,IT,1,71.61,8.53,90,82,49,103,10,4,2025-10-28,2024,Yes
S06092,Karthik Kumar,Male,CIVIL,1,92.63,6.14,48,49,49,118,13,6,2025-12-29,2025,Yes
S06093,Nivetha Reddy,Female,CSE,5,53.5,6.23,99,71,99,64,28,2,2026-03-06,2025,Yes
S06094,Arjun Sharma,Male,CIVIL,7,84.64,9.93,100,49,91,24,34,3,2025-08-24,2025,Yes
S06095,Pooja Patel,Male,AI&DS,4,55.54,3.47,89,91,69,122,5,4,2025-08-29,2022,Yes
S06096,Sneha Patel,Male,ECE,2,70.42,1.94,63,66,48,94,18,6,2025-06-17,2023,Yes
S06097,Akash Nair,Female,CSE,5,89.08,3.83,98,90,53,131,20,5,2025-04-18,2022,Yes
S06098,Nivetha Iyer,Female,CSE,8,98.56,3.57,98,93,99,117,13,1,2025-10-26,2023,Yes
S06099,Ananya Patel,Male,CIVIL,2,42.29,3.95,61,88,80,147,27,1,2025-12-05,2024,Yes
S06100,Akash Reddy,Male,AI&DS,6,40.38,3.15,81,65,81,141,4,2,2025-04-18,2024,Yes
S06101,Nithin Verma,Male,EEE,7,79.36,6.94,66,42,83,129,3,1,2025-04-09,2022,No
S06102,Priya Patel,Female,CIVIL,7,67.25,6.44,68,77,75,106,4,1,2025-03-04,2022,No
S06103,Rohan Gupta,Male,MECH,4,64.25,9.19,77,49,82,142,14,4,2025-05-09,2025,Yes
S06104,Nithin Kumar,Male,EEE,3,93.88,1.77,77,40,77,58,26,0,2025-12-07,2022,Yes
S06105,Vivaan Patel,Female,IT,7,92.28,8.71,50,53,86,144,30,5,2025-12-23,2023,Yes
S06106,Divya Kumar,Male,MECH,4,85.84,5.7,58,87,82,150,40,5,2026-04-24,2025,Yes
S06107,Aishwarya Kumar,Male,IT,8,93.67,4.47,74,68,89,121,6,4,2025-05-16,2025,Yes
S06108,Priya Iyer,Female,EEE,7,75.02,4.56,56,60,70,116,5,5,2025-01-29,2022,Yes
S06109,Priya Iyer,Female,IT,2,54.23,5.23,88,92,47,95,21,5,2025-07-13,2022,Yes
S06110,Pooja Verma,Male,MECH,3,43.01,5.89,67,83,94,24,15,4,2026-05-04,2024,Yes
S06111,Akash Patel,Female,AI&DS,8,53.54,8.44,63,47,53,124,28,1,2026-04-24,2024,Yes
S06112,Kavya Reddy,Male,ECE,7,91.42,9.97,58,96,77,83,11,4,2025-04-23,2024,Yes
S06113,Nithin Nair,Male,IT,2,57,8.14,77,41,74,122,4,2,2026-04-25,2023,Yes
S06114,Kavya Iyer,Male,AI&DS,2,78.78,6.03,91,96,86,8,23,6,2025-03-13,2023,Yes
S06115,Harini Sharma,Female,IT,2,53.31,4.02,90,46,52,13,1,6,2026-01-26,2025,Yes
S06116,Kavya Nair,Male,AI&DS,7,56.47,1.77,89,65,88,92,14,2,2025-01-22,2023,Yes
S06117,Karthik Iyer,Female,AI&DS,6,69.99,8.47,72,89,79,125,6,6,2026-03-21,2025,Yes
S06118,Rohan Kumar,Male,ECE,8,82.35,3.38,71,89,72,37,6,5,2025-04-16,2023,Yes
S06119,Aishwarya Kumar,Female,IT,2,93.98,5.69,100,97,76,8,15,2,2025-06-20,2023,No
S06120,Akash Reddy,Female,EEE,2,69.25,3.08,74,49,68,69,22,3,2025-05-16,2025,Yes
S06121,Harini Sharma,Female,CIVIL,2,54.88,4.31,98,70,82,14,38,1,2025-10-07,2022,Yes
S06122,Divya Sharma,Female,CSE,8,62.02,2.56,43,61,53,3,24,2,2025-06-29,2022,Yes
S06123,Arjun Gupta,Male,ECE,2,78.65,6.26,78,77,45,71,5,6,2025-05-03,2025,Yes
S06124,Kavya Iyer,Male,AI&DS,1,77.6,5.04,62,65,62,47,36,5,2026-04-25,2023,Yes
S06125,Varun Reddy,Male,IT,2,60.76,2.22,41,49,41,23,26,4,2025-11-12,2025,Yes
S06126,Rahul Gupta,Male,CSE,1,75.8,7.9,41,74,80,51,32,3,2025-02-24,2024,Yes
S06127,Karthik Reddy,Male,ECE,2,75.95,4.36,76,76,95,47,1,4,2025-04-27,2022,Yes
S06128,Vignesh Gupta,Female,IT,8,79.88,8.72,77,86,44,46,22,3,2026-02-05,2022,Yes
S06129,Aditya Iyer,Male,AI&DS,8,98.93,1.72,82,92,84,150,8,4,2026-02-07,2022,Yes
S06130,Nivetha Verma,Female,CIVIL,4,63.22,5.42,73,64,41,14,19,0,2025-12-10,2022,No
S06131,Aarav Patel,Female,IT,1,89.68,5.49,66,45,57,133,8,3,2026-01-08,2023,Yes
S06132,Divya Singh,Male,ECE,8,53.18,9.03,46,58,71,77,1,1,2026-03-17,2023,Yes
S06133,Aditya Singh,Female,MECH,3,61.82,5.37,80,95,42,9,23,6,2026-01-08,2025,Yes
S06134,Vivaan Iyer,Female,CSE,5,42.81,2.54,76,51,52,2,22,6,2025-03-26,2025,Yes
S06135,Rahul Singh,Female,ECE,5,68.5,7.24,81,81,84,5,10,4,2025-10-05,2022,Yes
S06136,Divya Kumar,Male,MECH,7,84.2,3.27,42,83,70,116,16,3,2025-08-07,2023,Yes
S06137,Karthik Iyer,Male,ECE,3,53.72,9.93,70,71,47,90,31,1,2025-05-08,2023,Yes
S06138,Aarav Verma,Female,CSE,2,55.98,4.17,94,59,48,15,18,0,2025-06-12,2023,Yes
S06139,Ananya Patel,Male,CSE,5,45.82,3.52,91,42,95,144,16,2,2025-07-17,2025,Yes
S06140,Nithin Reddy,Male,MECH,8,44.69,2.4,81,73,64,90,40,1,2026-03-15,2024,Yes
S06141,Nivetha Iyer,Female,ECE,2,71.72,3.18,53,59,100,106,1,2,2026-04-07,2023,Yes
S06142,Divya Reddy,Male,EEE,2,52.99,7.85,95,71,93,59,24,5,2025-01-01,2025,Yes
S06143,Harini Reddy,Female,CIVIL,5,63.41,8.04,82,56,76,3,27,6,2025-04-11,2025,Yes
S06144,Nivetha Singh,Female,CSE,1,96.03,4.58,90,50,89,83,12,0,2025-08-30,2022,Yes
S06145,Sneha Gupta,Male,AI&DS,5,97.25,2.95,87,78,71,46,6,0,2025-09-26,2024,Yes
S06146,Aditya Patel,Male,IT,5,86.94,3.6,79,81,63,150,26,2,2025-06-20,2023,Yes
S06147,Rohan Kumar,Female,AI&DS,1,73.4,3.82,49,81,53,55,25,1,2025-09-25,2025,Yes
S06148,Rohan Nair,Male,MECH,7,66.12,3.51,42,97,54,88,1,4,2025-02-09,2023,Yes
S06149,Rohan Reddy,Male,ECE,2,65.93,2,83,96,74,135,5,4,2025-08-21,2025,Yes
S06150,Vignesh Raj,Male,EEE,6,89.67,4.22,50,81,47,5,22,0,2025-02-04,2022,Yes
S06151,Kavya Reddy,Female,EEE,3,69.24,9.64,72,63,43,33,19,0,2025-07-17,2022,No
S06152,Rohan Patel,Female,EEE,5,97.19,2.63,59,93,44,58,37,0,2025-08-22,2023,Yes
S06153,Ananya Nair,Male,IT,7,55.94,2.98,58,87,92,121,35,2,2025-09-09,2023,Yes
S06154,Rahul Nair,Male,CIVIL,3,87.57,6.38,57,84,85,53,19,4,2025-07-13,2024,Yes
S06155,Pooja Raj,Female,MECH,1,84.31,7.89,43,64,84,75,19,5,2025-11-28,2024,Yes
S06156,Arjun Patel,Female,MECH,2,86.57,5.28,65,56,94,150,6,0,2025-06-02,2023,No
S06157,Vignesh Iyer,Male,EEE,6,47.07,9.71,64,80,41,120,36,5,2025-09-20,2023,Yes
S06158,Divya Kumar,Male,ECE,2,95.92,9.73,99,93,76,79,34,2,2025-11-08,2024,No
S06159,Vignesh Gupta,Female,ECE,1,88.44,9.07,90,89,95,10,27,5,2025-03-08,2025,Yes
S06160,Rahul Kumar,Female,IT,2,62.13,5.19,40,71,42,91,33,1,2025-01-05,2024,No
S06161,Kavya Iyer,Female,MECH,3,45.32,8.99,50,99,96,53,15,5,2025-03-07,2024,Yes
S06162,Arjun Verma,Male,CSE,4,99,5.96,93,80,91,84,14,4,2025-08-31,2025,Yes
S06163,Varun Raj,Female,MECH,5,44.91,1.6,69,50,75,132,3,4,2025-09-10,2024,Yes
S06164,Aarav Kumar,Female,EEE,6,46.75,4.37,43,46,71,32,31,1,2025-01-18,2022,Yes
S06165,Divya Kumar,Male,MECH,6,55.45,2.94,64,46,72,141,10,5,2025-10-07,2023,Yes
S06166,Kavya Raj,Female,ECE,2,48.87,7,65,97,76,91,19,4,2025-02-17,2024,Yes
S06167,Kavya Kumar,Male,EEE,8,70.69,3.21,98,84,42,20,9,3,2026-04-19,2024,Yes
S06168,Vivaan Verma,Female,MECH,2,48.68,6.83,82,92,43,72,27,3,2025-10-11,2024,Yes
S06169,Rohan Iyer,Male,CIVIL,7,70.92,7.4,43,61,70,121,26,3,2025-04-30,2025,Yes
S06170,Divya Raj,Male,ECE,1,85.09,2.27,54,77,41,58,21,6,2025-11-20,2023,Yes
S06171,Varun Kumar,Female,CIVIL,2,86.15,9.29,42,89,87,76,29,3,2025-11-08,2022,Yes
S06172,Aishwarya Verma,Male,AI&DS,5,94.86,2.34,64,79,97,144,39,1,2025-04-14,2022,Yes
S06173,Sneha Sharma,Male,ECE,6,50.02,9.34,92,78,41,35,7,5,2026-02-03,2023,Yes
S06174,Divya Patel,Female,MECH,3,71.46,7.61,76,99,81,10,1,4,2025-06-02,2022,Yes
S06175,Vignesh Verma,Female,EEE,7,66.21,3.13,77,56,51,140,15,4,2025-03-07,2024,Yes
S06176,Karthik Iyer,Female,AI&DS,8,98,4.99,46,84,92,79,29,1,2025-03-30,2022,Yes
S06177,Nithin Sharma,Female,EEE,1,63.36,7.29,59,40,76,38,13,0,2025-04-12,2025,No
S06178,Priya Iyer,Male,CIVIL,5,65.67,4.67,50,91,57,51,24,0,2026-02-14,2022,Yes
S06179,Varun Nair,Female,AI&DS,1,42.22,4.11,43,65,100,141,32,3,2025-11-03,2025,Yes
S06180,Karthik Kumar,Female,CSE,5,73.5,4.06,57,91,71,119,4,2,2025-10-04,2024,Yes
S06181,Nithin Kumar,Female,CSE,8,79.15,6.77,69,44,59,142,8,5,2025-09-15,2025,Yes
S06182,Ananya Sharma,Female,ECE,6,72.28,5.4,68,79,49,98,37,3,2025-09-03,2023,Yes
S06183,Rohan Sharma,Female,CSE,7,54.31,5.21,49,86,89,72,40,4,2025-08-14,2024,Yes
S06184,Nivetha Verma,Male,EEE,7,81.9,9.66,66,49,73,147,31,6,2025-11-02,2024,Yes
S06185,Kavya Kumar,Female,AI&DS,6,73.31,4.58,81,55,51,116,39,0,2025-06-07,2024,Yes
S06186,Priya Nair,Male,ECE,5,79.05,8.8,61,94,72,118,12,6,2025-09-15,2025,Yes
S06187,Vivaan Iyer,Male,AI&DS,4,40.38,4.26,51,63,89,124,40,4,2025-03-28,2022,Yes
S06188,Aditya Sharma,Female,CSE,8,56.8,5.06,68,80,62,15,5,6,2026-01-15,2023,Yes
S06189,Nithin Nair,Female,CIVIL,3,64.37,7.13,48,42,59,64,37,1,2025-10-24,2025,No
S06190,Priya Patel,Female,ECE,2,48.44,1.9,90,83,45,60,13,2,2025-10-19,2024,Yes
S06191,Pooja Sharma,Female,ECE,2,57.31,1.66,90,45,65,119,20,6,2025-03-04,2023,Yes
S06192,Karthik Patel,Female,AI&DS,6,76.26,2.47,89,84,70,38,5,0,2025-02-06,2023,Yes
S06193,Kavya Verma,Female,IT,4,68.3,3.16,58,75,67,18,30,2,2026-01-14,2025,Yes
S06194,Vignesh Verma,Female,CSE,1,80.42,2.87,89,42,74,85,32,4,2025-12-16,2024,Yes
S06195,Rahul Verma,Female,EEE,5,64.72,7.64,92,73,87,20,34,0,2025-01-22,2023,No
S06196,Harini Kumar,Male,IT,3,85.12,6.94,42,72,68,38,28,6,2025-01-16,2024,Yes
S06197,Karthik Gupta,Male,ECE,1,94.87,5.75,46,75,74,60,11,5,2025-11-02,2025,Yes
S06198,Arjun Gupta,Female,IT,2,80.55,8.14,57,79,72,96,32,5,2025-07-01,2022,Yes
